memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
retold,1,4,"So Jim would always be around, vacations holidays etc.",0.125,0.375,0.5
retold,1,5,I had not seen his dad in many years.,0.25,0.25,0.5
retold,1,6,"The wedding was at a wonderful venue, a romantic B&B with a stunning setting.",0.5,0.375,0.625
retold,1,7,A beautiful lake that the wedding venue looked over.,0.0,0.25,0.25
retold,1,8,We all spent time on the deck drinking and smoking cigars.,0.25,0.625,0.875
retold,1,9,One of the shocking events was watching my cousin (female) smoking a cigar with the men.,0.875,0.125,0.875
retold,1,10,Then to top it off her mom who was 70+ comes out and takes the cigar from her and takes a few puffs on it.,0.875,0.125,0.875
retold,1,11,Again the reason it was meaningful to me was it had been 10+ years since I had seen many of the people.,0.125,0.25,0.25
retold,1,12,My wife and I actually were thinking that we last saw them when my wife was pregnant with our 12 year old daughter.,0.25,0.125,0.375
retold,1,13,It was the first time I actually danced at a formal event with my daughter.,0.625,0.375,1.0
retold,1,14,It was fun for the 3 of us also to dance together.,0.0,0.125,0.125
imagined,1,0,I was always making excuses not to go back to school and complete my Masters degree.,0.125,0.125,0.25
imagined,1,1,"Before long over 20 years passed and I realized something was missing, I wanted a Masters degree, it never left my mind.",0.25,0.125,0.375
imagined,1,2,The opportunity was present and I am so glad I finally took it.,0.625,0.5,0.75
imagined,1,3,"But what really matters on this special day is not only proving to myself I could do it, but showing my Daughter to never give up.",0.125,0.0,0.125
imagined,1,4,"The pride I feel inside from accomplishing my goal, but the feeling of completeness there is from my Daughter receiving her Masters the same day is indescribable.",0.625,0.125,0.75
imagined,1,5,"I remember what started me on this quest, my parents wanted me to be 'educated' and in their eyes it meant a Masters degree.",0.25,0.25,0.5
imagined,1,6,"The told me continuously to start classes, to get moving on it, at times there were almost relentless about it.",0.25,0.0,0.25
imagined,1,7,"I could see it in their eyes, how very much they wanted me to complete my education, I felt that drive in them, that sense of pride they would have in me.",0.25,0.125,0.25
imagined,1,8,"Before they passed away I made a promise, to me I took an oath in their presence, that I would no matter what complete my Masters degree.",0.75,0.25,0.75
imagined,1,9,"They never let me forget that promise, my mother reminded me of it daily, my father talked about it often and I carried that around with me until this day.",0.125,0.0,0.125
imagined,1,10,"I remember sharing the story with my Daughter, the promise I made to her grandparents and what it meant to them and me.",0.125,0.5,0.625
imagined,1,11,"At first she could not grasp the meaning of it all to me, the sense of gratitude I had for my parents as well as what it meant to them for me to get my higher level degree.",0.375,0.125,0.5
imagined,1,12,"I finally got through to my daughter about how I felt, how my parents felt and how to me it tied in with her getting her Masters on the same day.",0.375,0.375,0.625
imagined,1,13,"She always knew how I beam with pride over her, all her accomplishments and dedication to studying.",0.125,0.125,0.25
imagined,1,14,"It brought me great happiness to be able to share the day with her, to get a degree the same time she did.",0.25,0.125,0.25
imagined,1,15,"I feel inside now a true sense of calm, knowing my family is proud of me, I set a good example for my daughter and my parents can rest.",0.125,0.375,0.5
imagined,1,16,"I told my daughter my life is finally complete, and I feel a true sense of circle and self, and that my parents can finally rest in peace with an oath kept.",0.125,0.25,0.375
recalled,3,0,It was a beautiful day.,0.25,0.25,0.375
recalled,3,1,"The sun was shining, it was warm and there wasn't a cloud in the sky.",0.125,0.0,0.125
recalled,3,2,This day would be a day that would forever change my life.,0.5,0.125,0.5
recalled,3,3,I had worked hard for what was about to happen and I had sacrificed much of my family life to reach this goal.,0.375,0.0,0.375
recalled,3,4,Today was the day that I would receive my Masters degree in Mechanical Engineering.,1.0,0.25,1.0
recalled,3,5,This had been a goal since I graduated with my Bachelors degree almost 25 years earlier.,0.25,0.0,0.25
recalled,3,6,"Due to starting a family shortly after receiving my Bachelors degree, I had put off getting my Masters until my life had settled and I was financially capable of achieving this goal.",0.25,0.25,0.5
recalled,3,7,"Well, that time came 2 years ago when I took the step of enrolling in school at the age of 46.",0.625,0.5,0.875
recalled,3,8,Did I need the Masters degree?,0.25,0.125,0.25
recalled,3,9,Would it change my life?,0.125,0.0,0.125
recalled,3,10,Would it allow me to make more money and be more successful?,0.125,0.0,0.125
recalled,3,11,"Well, yes I did need the degree and yes it would change my life.",0.125,0.125,0.25
recalled,3,12,I mainly did it to keep a promise that I made to my parents when I had started my Family.,0.25,0.125,0.375
recalled,3,13,It had been 25 years since I made that promise to them and now they wouldn't be here to witness it.,0.25,0.0,0.25
recalled,3,14,So many emotions ran through my mind.,0.0,0.25,0.25
recalled,3,15,Should I have done it earlier so that my parents could have been here?,0.125,0.0,0.125
recalled,3,16,I knew that they were looking down upon me and this day and were just as proud as they would have been if they were here to see it with their own eyes.,0.25,0.25,0.375
recalled,3,17,"What made this even more special is that I would receive my Degree alongside of my Daughter who on the exact day, was receiving her Masters degree in Chemical Engineering.",0.625,0.0,0.625
recalled,3,18,She has always been proud of here Dad but I know that she was more excited about my graduation than hers.,0.125,0.125,0.25
recalled,3,19,"When my name was called, I stood up, walked up onto that stage and broke down in tears.",0.5,0.5,0.75
recalled,3,20,I don't know what caused the sudden surge of emotions but part of me felt my parents right there on the stage with me.,0.125,0.0,0.125
recalled,3,21,I imagined my Mom crying and my Dad holding back tears of Joy.,0.25,0.25,0.375
recalled,3,22,"When I received my degree, I turned and faced my Wife and yelled: we did it!.",0.25,0.625,0.75
recalled,3,23,She was overcome with emotion as well.,0.0,0.375,0.375
recalled,3,24,My Daughter was next and I waited on stage for her.,0.125,0.75,0.75
recalled,3,25,"Upon receiving her degree, she ran to me and told me that she was proud of me.",0.375,0.375,0.625
retold,2,0,"As a child, my parents always pushed me to be my best.",0.375,0.375,0.625
retold,2,1,They made sure I got good grades in school and always kept tabs on my progress.,0.125,0.25,0.375
retold,2,2,"After High School, I went on to get my Bachelor's degree in engineering.",0.625,0.625,0.875
retold,2,3,"During my senior year and just before entering the Master's program, my girlfriend was pregnant.",1.0,0.125,1.0
retold,2,4,I was happy because I was going to be a father but upset because I would not be able to get my Master's degree.,0.5,0.125,0.5
retold,2,5,My parents were devastated and i'm sure that they were hurt.,0.5,0.125,0.5
retold,2,6,My girlfriend and I decided to marry and raise our child before returning to school.,0.875,0.5,0.875
retold,2,7,My parents hounded me for over 20 years to finish my education.,0.5,0.5,0.625
retold,2,8,I continually put it off until one day that I promised my parents that I would go back to school.,0.625,0.25,0.625
retold,2,9,The day came when my daughter received her Bachelor's degree in Biology and we made a pact to get our Master's degree together and that we were going to do it for her Grandpa and Grandma.,0.875,0.25,0.875
retold,2,10,"I told my daughter that I promised them that I would get my Masters and now that they were gone, I was even more determined to keep that promise.",0.375,0.375,0.5
retold,2,11,"On the day of graduation, before the commencement, I sat in the car with my Wife and silently cried.",0.625,0.375,0.75
retold,2,12,I knew that my parents would be so proud of me.,0.125,0.125,0.125
retold,2,13,I felt good though because I knew that my daughter was going to be right by my side.,0.125,0.25,0.25
retold,2,14,We walked up on the stage together and we walked off of the stage together.,0.625,0.625,0.75
retold,2,15,I had never felt so at peace with myself.,0.125,0.125,0.125
retold,2,16,I was so proud of my daughter and I knew that 2 other people were looking down on me with the same pride.,0.25,0.0,0.25
retold,2,17,This was a day that I will never forget.,0.125,0.125,0.125
imagined,3,0,"Dear Diary, today I've been doing a lot of thinking about my cousin's wedding.",0.375,0.375,0.625
imagined,3,1,"It was such a beautiful day, and I was & still am so happy that she found her person.",0.25,0.375,0.5
imagined,3,2,But I can't help but feel a bit of residual stress as I think over how I almost ruined it for her.,0.375,0.125,0.5
imagined,3,3,"Maybe that's dramatic, but I felt like I was ruining things when I spilled my champagne down the front of my bridesmaid's gown when she was counting on me to just show up and be presentable.",0.625,0.125,0.75
imagined,3,4,"Of course,  she wasn't mad at me in the end (maybe that's because we got it cleaned up), but the stress and embarrassment I felt was crazy.",0.375,0.125,0.5
imagined,3,5,"I haven't been to many big events like that lately, and I was freaking out.",0.25,0.125,0.375
imagined,3,6,As if standing up in front of all those people wasn't enough pressure.,0.125,0.25,0.375
imagined,3,7,"Now, I thought, I'd have to either do it with a giant wet stain down my front, or change and be the only person in the wedding party wearing old, ripped jeans.",0.125,0.125,0.25
imagined,3,8,"I even thought, for a moment, about just sitting the whole thing out.",0.25,0.25,0.375
imagined,3,9,"But of course, that would've also ruined it because of how we'd rehearsed everything and I had to walk with a groomsman.",0.375,0.0,0.375
imagined,3,10,"Luckily, our wonderful grandma made it to the wedding that day.",0.375,0.625,0.75
imagined,3,11,Leave it to an old-timer to know all the secret tricks for getting stains out.,0.625,0.0,0.625
imagined,3,12,"It took her no time at all to make my dress good as new, and the weight just instantly lifted off my chest.",0.375,0.125,0.5
imagined,3,13,"I know it's probably not as big of a deal as I make it out to be, but I've always been prone to anxiety.",0.0,0.375,0.375
imagined,3,14,My cousin is so important to me and I just couldn't stand the thought of ruining her big day.,0.125,0.25,0.375
imagined,3,15,She's waited so long for it.,0.0,0.125,0.125
imagined,3,16,"Thankfully, it all went according to plan and she's got perfect, champagne-stain-free photos to look back on and remember forever.",0.125,0.125,0.25
imagined,3,17,I'm so happy it all worked out in the end.,0.0,0.125,0.125
recalled,1,0,"Four months ago, my cousin got married.",0.75,0.625,0.875
recalled,1,1,I was a bridesmaid in the wedding and it was beautiful.,0.375,0.375,0.5
recalled,1,2,She wore a lace dress.,0.125,0.125,0.25
recalled,1,3,We wore blush colored bridesmaids dresses.,0.0,0.25,0.25
recalled,1,4,She and I are very close so it was great to see her marrying someone she loves.,0.125,0.25,0.25
recalled,1,5,The most memorable moment was when I spilled champagne on my dress before the wedding.,0.875,0.125,1.0
recalled,1,6,I was panicked.,0.0,0.25,0.25
recalled,1,7,"Thankfully, one of the girl's mom was a dry cleaner and immediately took the dress to get the stain out.",0.625,0.0,0.625
recalled,1,8,We got the dress back right before we had to walk down.,0.125,0.375,0.5
recalled,1,9,"Then, the reception was so much fun because it was filled with family.",0.0,0.375,0.375
recalled,1,10,It was very emotional because she was so happy and we were all grown up.,0.0,0.25,0.25
recalled,1,11,Their first dance was beautiful and we had fun dancing and celebrating.,0.125,0.5,0.625
recalled,1,12,"During the toasts, everyone cried.",0.25,0.375,0.625
recalled,1,13,It was very emotional to see them so happy.,0.0,0.25,0.25
recalled,1,14,It was definitely the best wedding I've been to and one I will never forget.,0.125,0.125,0.25
